candidate	imposed_LB	imposed_UB	stem_growth	leaf_growth	root_growth	stem_fraction	leaf_fraction	root_fraction	model_stat	solver_stat
RXN_RXN_2043_x__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14001_c__L___DARK	-1243.02063200	-1243.02063200	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11501_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN66_526_g__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2er__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2g__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2x__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_90_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_25_RXN_c2x__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_25_RXN_c2p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_x__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PREPHENATE_ASP_TRANSAMINE_RXN_c__L___DARK	-4999.99947990	-4999.99947990	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN66_526_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_5_1_2_3_RXN_p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_m__L___DARK	-1657.35394592	-1657.35394592	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTATHIONE_REDUCT_NADPH_RXN_x__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_p__L___DARK	27.92851869	27.92851869	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN0_1483_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PREPHENATE_ASP_TRANSAMINE_RXN_p__L___DARK	27.92906817	27.92906817	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_er__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12196_g__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_er__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2m__L___DARK	-4972.07058185	-4972.07058185	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2p__L___DARK	-4999.99761747	-4999.99761747	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_DUTP_PYROP_RXN_p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TREHALOSE6PSYN_RXN_g__L___DARK	-1243.02062903	-1243.02062903	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ABC_12_RXN_c2m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TREHALOSE6PSYN_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_m__L___DARK	0.00004529	0.00004529	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_c__L___DARK	0.00014323	0.00014323	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_er__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14187_p__L___DARK	-4972.05964458	-4972.05964458	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_g__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_13_BETA_GLUCAN_SYNTHASE_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NQOR_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NITRATE_REDUCTASE_NADH_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11662_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_er__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_4_1_123_RXN_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_p__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_6161_g__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_m__L___DARK	-4972.05964458	-4972.05964458	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_THIOREDOXIN_REDUCT_NADPH_RXN_p__L___DARK	-0.00001765	-0.00001765	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12019_m__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_c__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_er__L___DARK	0.00076982	0.00076982	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_g__L___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ALCOHOL_DEHYDROG_RXN_g__L___DARK	-0.00000010	-0.00000010	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_8642_p__S___DARK	0.00060045	0.00060045	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c__S___DARK	0.00007606	0.00007606	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_x__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_m__S___DARK	-0.00018505	-0.00018505	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_F16ALDOLASE_RXN_c__S___DARK	-4987.87293768	-4987.87293768	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11501_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_p__S___DARK	0.00011090	0.00011090	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_R00506_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2x__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_90_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GABATRANSAM_RXN_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_g__S___DARK	-3321.27675063	-3321.27675063	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_68_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_FRUCTOKINASE_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_m__S___DARK	-997.21828198	-997.21828198	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_8642_c__S___DARK	-0.00843909	-0.00843909	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_x__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_g__S___DARK	-3321.27605198	-3321.27605198	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_68_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_m__S___DARK	-716.27224721	-716.27224721	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_p__S___DARK	-4981.91391263	-4981.91391263	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_p__S___DARK	18.08440728	18.08440728	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RIB5PISOM_RXN_p__S___DARK	-0.66516564	-0.66516564	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9951_c__S___DARK	-0.00843909	-0.00843909	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PREPHENATE_ASP_TRANSAMINE_RXN_p__S___DARK	18.08477175	18.08477175	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLYOHMETRANS_RXN_c__S___DARK	-1.32426434	-1.32426434	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_g__S___DARK	-1246.51488941	-1246.51488941	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_1_4_11_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ADENOSINE_KINASE_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1TRANSKETO_RXN_p__S___DARK	-0.66504306	-0.66504306	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_er__S___DARK	-3732.09127882	-3732.09127882	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_LACTALDDEHYDROG_RXN_c__S___DARK	-0.00003529	-0.00003529	0.00014232	0.00014232	0.00275554	        1.00	        1.00	        1.00	        4.00	        1.00
RXN_2TRANSKETO_RXN_p__S___DARK	-711.73875210	-711.73875210	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_1_4_11_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_g__S___DARK	-1.34419492	-1.34419492	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PADENYLTRANS_RXN_c__S___DARK	0.00003719	0.00003719	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_er__S___DARK	-0.00428935	-0.00428935	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_c__S___DARK	-0.00288921	-0.00288921	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14062_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_x__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_p__S___DARK	-712.30745481	-712.30745481	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_FRUCTOKINASE_RXN_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_m__S___DARK	-2488.50138787	-2488.50138787	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_x__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NQOR_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_SUCROSE_SYNTHASE_RXN_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHOGLUCMUT_RXN_c__S___DARK	-2490.92461614	-2490.92461614	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_FRUCTOKINASE_RXN_x__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9951_p__S___DARK	0.00060045	0.00060045	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_m__S___DARK	-4981.91391263	-4981.91391263	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN66_3_p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9952_p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_g__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PURIDYLTRANS_RXN_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_DIACYLGLYKIN_RXN_m__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_FRUCTOKINASE_RXN_p__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_c__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PURIDYLTRANS_RXN_g__S___DARK	-1661.35627506	-1661.35627506	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_c__S___DARK	-3732.75208179	-3732.75208179	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_er__S___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_g__S___DARK	-1994.42639363	-1994.42639363	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTATHIONE_REDUCT_NADPH_RXN_c__R___DARK	-0.00000010	-0.00000010	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_er__R___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_UDPREDUCT_RXN_m__R___DARK	-0.00000006	-0.00000006	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_g__R___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_m__R___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASNSYNB_RXN_m__R___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12199_er__R___DARK	0.00000000	0.00000000	0.00014225	0.00014225	0.00275419	        1.00	        1.00	        1.00	        1.00	        1.00
