candidate	imposed_LB	imposed_UB	stem_growth	leaf_growth	root_growth	stem_fraction	leaf_fraction	root_fraction	model_stat	solver_stat
RXN_ABC_12_RXN_c2g__R___DARK	0.00043424	0.00043424	0.00096003	0.00096003	0.00284249	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11662_m__R___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_90_RXN_c__R___DARK	0.01185841	0.01185841	0.00095993	0.00095993	0.00284220	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_g__R___DARK	0.00043424	0.00043424	0.00096003	0.00096003	0.00284249	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ADPREDUCT_RXN_m__R___DARK	-0.00000117	-0.00000117	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_4_1_123_RXN_c__R___DARK	0.00001962	0.00001962	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2g__R___DARK	0.00045093	0.00045093	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_g__R___DARK	0.00043424	0.00043424	0.00096003	0.00096003	0.00284249	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12197_g__R___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2TRANSKETO_RXN_p__R___DARK	-0.00132754	-0.00132754	0.00095927	0.00095927	0.00284022	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_m__R___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GDPREDUCT_RXN_m__R___DARK	-0.00000058	-0.00000058	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_c__R___DARK	0.00094294	0.00094294	0.00096003	0.00096003	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_c__R___DARK	0.02137237	0.02137237	0.00095993	0.00095993	0.00284218	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_c__R___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_4_1_123_RXN_g__R___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_c__R___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_4_COUMARATE__COA_LIGASE_RXN_m__R___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PGLYCDEHYDROG_RXN_m__R___DARK	0.00098021	0.00098021	0.00095987	0.00095987	0.00284202	        1.00	        1.00	        1.00	        1.00	        1.00
